"Code","Date","pH","T (°C)","Cond (µS/cm)","SiO2 (μmol/L)","K (μmol/L)","Mg (μmol/L)","Ca (μmol/L)","Na (μmol/L)","Cl (μmol/L)","HCO3 (μmol/L)","SO4 (μmol/L)"
12136,"1998-06-17",,,,,,,,,600,,
12136,"1998-09-16",,,,,,,,,600,,
12136,"1998-12-17",,,,,,,,,743.7,,
12136,"1999-03-16",,,,,,,,,614.6,,
12136,"1999-06-21",,,,,,,,,838.6,,
12136,"1999-09-14",,,,,,,,,611.3,,
12136,"1999-12-08",,,,,,,,,1078.9,,
12136,"2001-04-05",,,,,,,,,740.8,,
12136,"2001-07-04",,,,,,,,,746.5,,
12136,"2001-09-27",,,,,,,,,921.1,,
12136,"2002-01-09",,,,,,,,,1495.8,,
12136,"2002-04-10",,,,,,,,,1450.7,,
12136,"2002-07-02",,,,,,,,,929.6,,
12136,"2002-10-23",,,,,,,,,845.1,,
12136,"2003-01-08",,,,,,,,,845.1,,
12136,"2003-04-16",,,,,,,,,678.9,,
12136,"2003-07-29",,,,,,,,,724.2,,
12136,"2003-10-08",,,,,,,,,819.7,,
12136,"2004-02-04",,,,,,,,,571,,
12136,"2004-04-07",,,,,,,,,476.3,,
12136,"2004-07-27",,,,,,,,,616.6,,
12136,"2004-10-05",,,,,,,,,577.5,,
12136,"2005-01-11",,,,,,,,,902.8,,
12136,"2005-03-29",,,,,,,,,622.8,,
12136,"2005-06-22",,,,,,,,,579.2,,
12136,"2005-10-25",,,,,,,,,805.4,,
12136,"2006-01-17",,,,,,,,,795.5,,
12136,"2006-03-21",,,,,,,,,529.6,,
12136,"2006-06-13",,,,,,,,,538,,
12136,"2006-09-25",,,,,,,,,673.2,,
12136,"2006-12-11",,,,,,,,,935.2,,
12136,"2007-03-26",,,,,,,,,923.9,,
12136,"2007-06-18",,,,,,,,,904.2,,
12136,"2007-09-03",,,,,,,,,1236.6,,
12136,"2007-11-26",,,,,,,,,1214.1,,
12136,"2008-03-17",,,,,,,,,943.7,,
12136,"2008-05-26",,,,,,,,,791.5,,
12136,"2008-08-18",,,,,,,,,769,,
12136,"2008-11-24",,,,,,,,,814.1,,
12136,"2009-03-02",,,,,,,,,726.8,,
12136,"2009-06-08",,,,,,,,,647.9,,
12136,"2009-09-01",,,,,,,,,884.5,,
12136,"2009-11-30",,,,,,,,,876.1,,
12136,"2010-03-01",,,,,,,,,788.7,,
12136,"2010-06-14",,,,,,,,,732.4,,
12136,"2010-08-30",,,,,,,,,873.2,,
12136,"2010-11-22",,,,,,,,,1126.8,,
12136,"2011-02-14",,,,,,,,,1073.2,,
12136,"2011-05-16",,,,,,,,,867.6,,
12136,"2011-08-22",,,,,,,,,1042.3,,
12136,"2011-11-21",,,,,,,,,1126.8,,
12136,"2012-02-20",,,,,,,,,1176.1,,
12136,"2015-02-26",,,,,,,,,2253.5,,
12136,"2015-06-10",,,,,,,,,1509.9,,
12136,"2015-09-03",,,,,,,,,1690.1,,
12136,"2015-12-03",,,,,,,,,1814.1,,
12146,"1992-09-22",,,,,,,,,1600,,
12146,"1992-12-15",,,,,,,,,1600,,
12146,"1993-03-15",,,,,,,,,1400,,
12146,"1993-06-15",,,,,,,,,1498.6,,
12146,"1993-09-14",,,,,,,,,1340,,
12146,"1993-12-14",,,,,,,,,1349.3,,
12146,"1994-03-15",,,,,,,,,1100,,
12146,"1994-06-14",,,,,,,,,1050.7,,
12146,"1994-09-13",,,,,,,,,1050.7,,
12146,"1994-12-13",,,,,,,,,1149.3,,
12146,"1995-03-21",,,,,,,,,1047.9,,
12146,"1995-06-14",,,,,,,,,1200,,
12146,"1995-09-12",,,,,,,,,1100,,
12146,"1995-12-12",,,,,,,,,1200,,
12146,"1996-03-13",,,,,,,,,1150.1,,
12146,"1996-06-18",,,,,,,,,1200,,
12146,"1996-09-17",,,,,,,,,1250.7,,
12146,"1996-12-17",,,,,,,,,1101.4,,
12146,"1997-03-18",,,,,,,,,1349.3,,
12146,"1997-06-18",,,,,,,,,1349.3,,
12146,"1997-09-16",,,,,,,,,1600,,
12146,"1997-12-16",,,,,,,,,1600,,
12146,"1998-03-17",,,,,,,,,1600,,
12146,"1998-06-16",,,,,,,,,1501.4,,
12146,"1998-09-15",,,,,,,,,2150.1,,
12146,"1998-12-16",,,,,,,,,1812.7,,
12146,"1999-03-16",,,,,,,,,1352.7,,
12146,"1999-06-15",,,,,,,,,1600,,
12146,"1999-09-14",,,,,,,,,1659.2,,
12146,"1999-12-08",,,,,,,,,1771.8,,
12146,"2001-04-05",,,,,,,,,907,,
12146,"2001-07-04",,,,,,,,,836.6,,
12146,"2001-09-27",,,,,,,,,1101.4,,
12146,"2002-01-09",,,,,,,,,921.1,,
12146,"2002-04-10",,,,,,,,,845.1,,
12146,"2002-07-03",,,,,,,,,723.9,,
12146,"2002-10-23",,,,,,,,,493,,
12146,"2003-01-07",,,,,,,,,724.2,,
12146,"2003-04-15",,,,,,,,,681.7,,
12146,"2003-07-09",,,,,,,,,912.7,,
12146,"2003-10-07",,,,,,,,,912.7,,
12146,"2004-02-07",,,,,,,,,1051.5,,
12146,"2004-04-06",,,,,,,,,1118.3,,
12146,"2004-07-20",,,,,,,,,886.2,,
12146,"2004-10-05",,,,,,,,,1108.2,,
12146,"2005-01-11",,,,,,,,,845.1,,
12146,"2005-03-29",,,,,,,,,907.9,,
12146,"2005-06-15",,,,,,,,,1031.5,,
12146,"2005-10-04",,,,,,,,,803.9,,
12146,"2006-01-17",,,,,,,,,673,,
12146,"2006-04-05",,,,,,,,,538,,
12146,"2006-06-13",,,,,,,,,597.2,,
12146,"2006-09-25",,,,,,,,,653.5,,
12146,"2006-12-11",,,,,,,,,788.7,,
12146,"2007-03-19",,,,,,,,,645.1,,
12146,"2007-06-05",,,,,,,,,845.1,,
12146,"2007-08-27",,,,,,,,,819.7,,
12146,"2007-11-19",,,,,,,,,859.2,,
12146,"2008-03-31",,,,,,,,,915.5,,
12146,"2008-05-19",,,,,,,,,678.9,,
12146,"2008-08-11",,,,,,,,,678.9,,
12146,"2008-11-17",,,,,,,,,645.1,,
12146,"2009-02-23",,,,,,,,,585.9,,
12146,"2009-05-25",,,,,,,,,591.5,,
12146,"2009-08-24",,,,,,,,,569,,
12146,"2009-11-23",,,,,,,,,659.2,,
12146,"2010-02-22",,,,,,,,,732.4,,
12146,"2010-06-07",,,,,,,,,659.2,,
12146,"2010-08-16",,,,,,,,,673.2,,
12146,"2010-11-29",,,,,,,,,625.4,,
12146,"2011-02-21",,,,,,,,,645.1,,
12146,"2011-05-23",,,,,,,,,628.2,,
12146,"2011-08-29",,,,,,,,,,,
12146,"2011-09-12",,,,,,,,,574.4,,
12146,"2011-11-28",,,,,,,,,563.4,,
12146,"2012-02-27",,,,,,,,,456.1,,
12146,"2012-06-04",,,,,,,,,667.6,,
12146,"2012-09-03",,,,,,,,,647.9,,
12146,"2012-11-26",,,,,,,,,653.5,,
12146,"2013-02-27",,,,,,,,,591.5,,
12146,"2013-06-12",,,,,,,,,788.7,,
12146,"2013-09-04",,,,,,,,,870.4,,
12146,"2013-12-05",,,,,,,,,794.4,,
12146,"2014-02-19",,,,,,,,,780.3,,
12146,"2014-06-04",,,,,,,,,712.7,,
12146,"2014-09-11",,,,,,,,,828.2,,
12146,"2014-11-26",,,,,,,,,752.1,,
12166,"2014-02-24",,,,445.0,120.5,833.3,375,2826.1,2929.6,1524.6,228.1
12166,"2014-06-11",,,,620.0,102.6,750,400,2130.4,1983.1,1508.2,207.3
12166,"2014-09-08",,,,518.3,100,666.7,375,2043.5,1853.5,1491.8,199
12166,"2014-10-07",,,,,,,,,,,
12166,"2014-10-27",,,,,,,,,,,
12166,"2014-12-01",,,,590.0,105.1,708.3,425,2000,2126.8,1557.4,211.5
12166,"2015-03-02",,,,698.3,112.8,833.3,400,2391.3,2431,1541,229.2
12166,"2015-06-08",,,,440.0,112.8,791.7,400,2434.8,2431,1508.2,213.5
12166,"2015-06-22",,,,,,,,,,,
12166,"2015-09-07",,,,491.7,110.3,791.7,400,2391.3,2315.5,1508.2,212.5
12166,"2015-12-07",,,,776.7,102.6,708.3,400,2130.4,2014.1,1491.8,200
12166,"2016-03-29",,,,,100,750,400,1956.5,1859.2,1508.2,202.1
12166,"2016-03-31",,,,983.3,,,,,,,
12166,"2016-09-26",,,,,,,,,,1508.2,
12166,"2016-09-29",,,,,87.2,750,400,1913,1712.7,,193.8
12166,"2016-09-30",,,,661.7,,,,,,,
12166,"2017-01-10",,,,,89.7,708.3,375,1608.7,1707,1393.4,195.8
12166,"2017-01-13",,,,601.7,,,,,,,
12166,"2017-09-11",,,,,,,,,,,
12166,"2017-09-12",,,,,112.8,833.3,400,2434.8,2414.1,1524.6,218.8
12166,"2017-09-13",,,,,,,,,,,
12166,"2017-09-15",,,,703.3,,,,,,,
12166,"2018-04-23",,,,,102.6,750,400,2043.5,,1475.4,
12166,"2018-04-24",,,,,,,,,2033.8,,208.3
12166,"2018-04-25",,,,,,,,,,,
12166,"2018-04-27",,,,730.0,,,,,,,
12166,"2018-10-17",,,,,102.6,,400,2087,1949.3,,199
12166,"2018-10-18",,,,,,,,,,1491.8,
12166,"2018-10-19",,,,688.3,,,,,,,
12166,"2018-10-22",,,,,,708.3,,,,,
12166,"2018-11-07",,,,,,,,,,,
12166,"2019-05-13",,,,,110.3,833.3,400,2521.7,2467.6,1541,192.7
12166,"2019-05-14",,,,,,,,,,,
12166,"2019-05-16",,,,,,,,,,,
12166,"2019-05-17",,,,791.7,,,,,,,
12166,"2019-11-04",,,,,102.6,833.3,425,1913,2146.5,1459,229.2
12166,"2019-11-05",,,,,,,,,,,
12166,"2019-11-06",,,,,,,,,,,
12166,"2019-11-07",,,,,,,,,,,
12166,"2019-11-25",,,,793.3,,,,,,,
12166,"2020-01-21",,,,,112.8,791.7,400,2217.4,2318.3,1393.4,207.3
12166,"2020-01-24",,,,831.7,,,,,,,
12166,"2020-04-21",,,,,,,,,,,
12166,"2020-07-21",,,,,100,833.3,375,2347.8,2493,,256.3
12166,"2020-07-23",,,,,,,,,,,
12166,"2020-07-24",,,,660.0,,,,,,,
12166,"2020-07-28",,,,,,,,,,1573.8,
12166,"2020-08-31",,,,,,,,,,,
12168,"1998-06-17",,,,,,,,,2200,,
12168,"1998-09-16",,,,,,,,,2400,,
12168,"1998-12-17",,,,,,,,,2788.7,,
12168,"1999-03-16",,,,,,,,,1680.3,,
12168,"1999-06-21",,,,,,,,,2248.5,,
12168,"1999-09-14",,,,,,,,,2402.8,,
12168,"1999-12-08",,,,,,,,,2771.8,,
12168,"2000-03-07",,,,,,,,,3002.8,,
12168,"2001-04-05",,,,,,,,,3098.6,,
12168,"2001-07-04",,,,,,,,,2974.6,,
12168,"2001-09-27",,,,,,,,,2974.6,,
12168,"2002-01-09",,,,,,,,,3301.4,,
12168,"2002-04-10",,,,,,,,,3569,,
12168,"2002-07-03",,,,,,,,,3278.9,,
12168,"2003-04-16",,,,,,,,,2202.8,,
12168,"2003-07-29",,,,,,,,,2148.7,,
12168,"2003-10-08",,,,,,,,,2287.3,,
12168,"2004-02-04",,,,,,,,,2502.8,,
12168,"2004-04-07",,,,,,,,,2512.1,,
12168,"2004-07-27",,,,,,,,,1541.7,,
12168,"2004-10-05",,,,,,,,,1427.9,,
12168,"2005-01-11",,,,,,,,,2156.3,,
12168,"2005-03-29",,,,,,,,,2594.1,,
12168,"2005-06-22",,,,,,,,,2724.8,,
12168,"2005-10-25",,,,,,,,,3128.7,,
12168,"2006-01-17",,,,,,,,,2714.6,,
12168,"2006-03-21",,,,,,,,,2831,,
12168,"2006-06-13",,,,,,,,,2605.6,,
12168,"2006-09-25",,,,,,,,,2752.1,,
12168,"2006-12-11",,,,,,,,,2862,,
12168,"2007-03-26",,,,,,,,,3008.5,,
12168,"2007-06-18",,,,,,,,,2752.1,,
12168,"2007-09-03",,,,,,,,,123.9,,
12168,"2007-11-26",,,,,,,,,1014.1,,
12168,"2008-03-17",,,,,,,,,428.2,,
12168,"2008-05-26",,,,,,,,,104.2,,
12168,"2008-08-18",,,,,,,,,104.2,,
12168,"2008-11-24",,,,,,,,,326.8,,
12168,"2009-03-02",,,,,,,,,309.9,,
12168,"2009-06-08",,,,,,,,,901.4,,
12168,"2009-09-01",,,,,,,,,129.6,,
12168,"2009-11-30",,,,,,,,,400,,
12168,"2010-03-01",,,,,,,,,112.7,,
12168,"2010-06-14",,,,,,,,,140.8,,
12168,"2010-08-30",,,,,,,,,112.7,,
12168,"2010-11-22",,,,,,,,,169,,
12168,"2011-02-14",,,,,,,,,631,,
12168,"2011-05-16",,,,,,,,,673.2,,
12168,"2011-08-22",,,,,,,,,262,,
12168,"2011-11-21",,,,,,,,,281.7,,
12168,"2012-02-20",,,,,,,,,283.1,,
12168,"2012-05-21",,,,,,,,,622.5,,
12168,"2012-08-20",,,,,,,,,107,,
12168,"2012-11-19",,,,,,,,,152.1,,
12168,"2013-02-19",,,,,,,,,253.5,,
12168,"2013-06-04",,,,,,,,,126.8,,
12168,"2013-08-27",,,,,,,,,138,,
12168,"2013-11-28",,,,,,,,,293,,
12168,"2014-02-20",,,,,,,,,121.1,,
12168,"2014-06-05",,,,,,,,,95.8,,
12168,"2014-09-04",,,,,,,,,78.9,,
12168,"2014-11-27",,,,,,,,,115.5,,
12168,"2015-02-26",,,,,,,,,836.6,,
12168,"2015-06-10",,,,,,,,,436.6,,
12168,"2015-09-03",,,,,,,,,101.4,,
12168,"2015-12-03",,,,,,,,,115.5,,
12175,"2002-10-23",,,,,,,,,281.7,,
12175,"2003-01-08",,,,,,,,,348.5,,
12175,"2003-04-16",,,,,,,,,383.1,,
12175,"2003-07-29",,,,,,,,,391.8,,
12175,"2003-10-08",,,,,,,,,422.5,,
12175,"2004-02-04",,,,,,,,,438,,
12175,"2004-04-07",,,,,,,,,430.1,,
12175,"2004-07-27",,,,,,,,,297.2,,
12175,"2004-10-05",,,,,,,,,305.1,,
12175,"2005-04-19",,,,,,,,,658.6,,
12175,"2005-06-22",,,,,,,,,374.4,,
12175,"2005-10-25",,,,,,,,,535.8,,
12175,"2006-01-17",,,,,,,,,286.8,,
12175,"2006-03-21",,,,,,,,,250.7,,
12175,"2006-06-13",,,,,,,,,264.8,,
12175,"2006-09-25",,,,,,,,,270.4,,
12175,"2006-12-11",,,,,,,,,315.5,,
12175,"2007-03-26",,,,,,,,,431,,
12175,"2007-06-18",,,,,,,,,402.8,,
12175,"2007-09-03",,,,,,,,,295.8,,
12175,"2007-11-26",,,,,,,,,267.6,,
12175,"2008-03-17",,,,,,,,,318.3,,
12175,"2008-05-26",,,,,,,,,245.1,,
12175,"2008-08-18",,,,,,,,,166.2,,
12175,"2008-11-24",,,,,,,,,146.5,,
12175,"2009-03-02",,,,,,,,,245.1,,
12175,"2009-06-08",,,,,,,,,422.5,,
12175,"2009-09-01",,,,,,,,,281.7,,
12175,"2009-11-30",,,,,,,,,298.6,,
12175,"2010-03-01",,,,,,,,,281.7,,
12175,"2010-06-14",,,,,,,,,169,,
12175,"2010-08-30",,,,,,,,,281.7,,
12175,"2010-11-22",,,,,,,,,309.9,,
12175,"2011-02-14",,,,,,,,,287.3,,
12175,"2011-05-16",,,,,,,,,284.5,,
12175,"2011-08-22",,,,,,,,,259.2,,
12175,"2011-11-21",,,,,,,,,281.7,,
12175,"2012-02-20",,,,,,,,,279.2,,
12175,"2012-05-21",,,,,,,,,284.5,,
12175,"2012-08-20",,,,,,,,,256.3,,
12175,"2012-11-19",,,,,,,,,293,,
12175,"2013-02-19",,,,,,,,,366.2,,
12175,"2013-06-04",,,,,,,,,233.8,,
12175,"2013-08-27",,,,,,,,,290.1,,
12175,"2013-11-28",,,,,,,,,219.7,,
12175,"2014-02-20",,,,,,,,,211.3,,
12175,"2014-06-05",,,,,,,,,245.1,,
12175,"2014-09-04",,,,,,,,,219.7,,
12175,"2014-11-27",,,,,,,,,371.8,,
12175,"2015-02-26",,,,,,,,,369,,
12175,"2015-06-10",,,,,,,,,278.9,,
12175,"2015-09-03",,,,,,,,,352.1,,
12175,"2015-12-03",,,,,,,,,549.3,,
12189,"1996-12-17",,,,,,,,,350.1,,
12189,"1997-03-18",,,,,,,,,450.7,,
12189,"1997-06-17",,,,,,,,,400,,
12189,"1997-09-17",,,,,,,,,400,,
12189,"1997-12-18",,,,,,,,,350.1,,
12189,"1998-03-17",,,,,,,,,350.1,,
12189,"1998-06-16",,,,,,,,,250.1,,
12189,"1998-09-16",,,,,,,,,500,,
12189,"1998-12-16",,,,,,,,,371.8,,
12189,"1999-03-15",,,,,,,,,368.7,,
12189,"1999-06-15",,,,,,,,,302.8,,
12189,"1999-09-14",,,,,,,,,831,,
12189,"1999-12-08",,,,,,,,,312.7,,
12189,"2001-04-05",,,,,,,,,281.7,,
12189,"2001-07-04",,,,,,,,,219.7,,
12189,"2001-09-27",,,,,,,,,281.7,,
12189,"2002-01-09",,,,,,,,,281.7,,
12189,"2002-04-10",,,,,,,,,219.7,,
12189,"2002-07-03",,,,,,,,,219.7,,
12189,"2002-10-28",,,,,,,,,250.7,,
12189,"2003-01-07",,,,,,,,,281.7,,
12189,"2003-04-15",,,,,,,,,281.7,,
12189,"2003-07-30",,,,,,,,,306.8,,
12189,"2003-10-07",,,,,,,,,436.6,,
12189,"2004-02-04",,,,,,,,,275.5,,
12189,"2004-04-07",,,,,,,,,244.2,,
12189,"2004-07-27",,,,,,,,,169,,
12189,"2004-10-05",,,,,,,,,247.9,,
12189,"2005-01-11",,,,,,,,,167,,
12189,"2005-03-29",,,,,,,,,300,,
12189,"2005-06-15",,,,,,,,,309.9,,
12189,"2005-10-04",,,,,,,,,403.7,,
12189,"2006-01-17",,,,,,,,,169,,
12189,"2006-03-21",,,,,123.1,,,1434.8,264.8,,63.5
12189,"2006-06-13",,,,,92.3,,,1434.8,250.7,,67.7
12189,"2006-09-25",,,,872.0,89.7,1166.7,425,1391.3,284.5,,72.9
12189,"2006-12-11",,,,1003.3,97.4,1125,425,1434.8,250.7,,67.7
12189,"2007-03-26",,,,525.0,92.3,1041.7,425,1391.3,247.9,,66.7
12189,"2007-06-18",,,,516.7,94.9,1208.3,425,1434.8,278.9,,72.9
12189,"2007-09-03",,,,933.3,97.4,1208.3,400,1391.3,307,,81.2
12189,"2007-11-19",,,,,94.9,1208.3,425,1434.8,270.4,,78.1
12189,"2007-11-26",,,,,,,,,270.4,,
12189,"2012-02-20",,,,,,,,,,,
12189,"2012-02-21",,,,997.2,148.7,1250,425,1304.3,321.1,3940,69.8
12189,"2012-05-21",,,,,,,,,,,
12189,"2012-05-22",,,,1114.2,100,1125,400,1217.4,259.2,3860,61.5
12189,"2012-08-20",,,,,,,,,,,
12189,"2012-08-21",,,,1076.5,105.1,1083.3,375,1260.9,250.7,3820,60.4
12189,"2012-11-19",,,,,,,,,,,
12189,"2012-11-20",,,,1078.3,110.3,1125,400,1260.9,262,3800,64.6
12189,"2013-02-20",,,,865.0,164.1,33.3,225,1260.9,304.2,1000,127.1
12189,"2013-06-05",,,,998.3,100,1041.7,350,1260.9,202.8,3688.5,52.1
12189,"2013-08-28",,,,723.3,110.3,1125,375,1304.3,253.5,3327.9,63.5
12189,"2013-11-26",,,,456.7,159,583.3,,1347.8,239.4,3639.3,79.2
12189,"2014-02-24",,,,1115.0,97.4,1041.7,375,1173.9,245.1,3639.3,56.2
12189,"2014-06-11",,,,778.3,110.3,1083.3,375,1304.3,233.8,3786.9,57.3
12189,"2015-04-21",,,,856.7,112.8,1083.3,375,1260.9,211.3,3606.6,53.1
12189,"2015-06-08",,,,528.3,115.4,1125,375,1304.3,214.1,3983.6,53.1
12189,"2015-09-07",,,,783.3,123.1,1291.7,425,1347.8,262,4114.8,72.9
12189,"2015-12-07",,,,1135.0,105.1,1291.7,475,1304.3,318.3,4196.7,85.4
12189,"2016-03-29",,,,,133.3,1375,475,1347.8,357.7,4213.1,92.7
12189,"2016-03-31",,,,1141.7,,,,,,,
12189,"2016-06-21",,,,,,,,,,4295.1,
12189,"2016-06-22",,,,,105.1,1500,450,1304.3,352.1,,107.3
12189,"2016-06-23",,,,,,,,,,,
12189,"2016-06-24",,,,691.7,,,,,,,
12189,"2016-09-26",,,,,,,,,,4491.8,
12189,"2016-09-29",,,,,102.6,1583.3,500,1391.3,357.7,,105.2
12189,"2016-09-30",,,,995.0,,,,,,,
12189,"2016-11-29",,,,,94.9,1458.3,525,1260.9,363.4,4475.4,111.5
12189,"2016-12-01",,,,,,,,,,,
12189,"2016-12-02",,,,765.0,,,,,,,
12189,"2017-01-10",,,,,100,1416.7,500,1130.4,433.8,4245.9,95.8
12189,"2017-01-13",,,,655.0,,,,,,,
12189,"2017-06-27",,,,,,,,,,4393.4,
12189,"2017-06-29",,,,,105.1,1500,475,1304.3,357.7,,113.5
12189,"2017-06-30",,,,988.3,,,,,,,
12189,"2017-09-11",,,,,,,,,,,
12189,"2017-09-12",,,,,115.4,1625,525,1347.8,416.9,4541,117.7
12189,"2017-09-13",,,,,,,,,,,
12189,"2017-09-14",,,,,,,,,,,
12189,"2017-09-15",,,,1013.3,,,,,,,
12189,"2017-11-21",,,,,87.2,1541.7,525,1304.3,360.6,4360.7,106.2
12189,"2017-11-23",,,,,,,,,,,
12189,"2017-11-24",,,,990.0,,,,,,,
12189,"2018-01-23",,,,,110.3,1458.3,475,1260.9,346.5,4344.3,101
12189,"2018-01-25",,,,,,,,,,,
12189,"2018-01-26",,,,1068.3,,,,,,,
12189,"2018-01-31",,,,,,,,,,,
12189,"2018-04-23",,,,,123.1,1458.3,450,1304.3,,4360.7,
12189,"2018-04-24",,,,,,,,,307,,88.5
12189,"2018-04-25",,,,,,,,,,,
12189,"2018-04-26",,,,,,,,,,,
12189,"2018-04-27",,,,1060.0,,,,,,,
12189,"2018-07-17",,,,,,,,,,4639.3,
12189,"2018-07-18",,,,,125.6,,450,1173.9,,,
12189,"2018-07-19",,,,,,,,,,,
12189,"2018-07-20",,,,978.3,,,,,,,
12189,"2018-07-22",,,,,,,,,326.8,,110.4
12189,"2018-07-23",,,,,,1500,,,,,
12189,"2018-07-26",,,,,,,,,,,
12189,"2018-10-17",,,,,138.5,,475,1391.3,431,,127.1
12189,"2018-10-18",,,,,,,,,,4606.6,
12189,"2018-10-19",,,,996.7,,,,,,,
12189,"2018-10-22",,,,,,1541.7,,,,,
12189,"2018-11-07",,,,,,,,,,,
12189,"2019-02-12",,,,,,,,,,4541,
12189,"2019-02-13",,,,,,,,,,,
12189,"2019-02-14",,,,,,,,,,,
12189,"2019-02-15",,,,1065.0,,,,,,,
12189,"2019-02-21",,,,,,,,,,,
12189,"2019-02-27",,,,,148.7,1666.7,500,1304.3,377.5,,129.2
12189,"2019-05-13",,,,,120.5,,450,1260.9,431,,
12189,"2019-05-14",,,,,,,,,,,
12189,"2019-05-15",,,,,,137.5,,,,426.2,383.3
12189,"2019-05-16",,,,,,,,,,,
12189,"2019-05-17",,,,781.7,,,,,,,
12189,"2019-08-19",,,,,,,,,,,
12189,"2019-08-20",,,,,130.8,1666.7,700,1347.8,394.4,4754.1,119.8
12189,"2019-08-21",,,,,,,,,,,
12189,"2019-08-22",,,,,,,,,,,
12189,"2019-08-26",,,,865.0,,,,,,,
12189,"2019-11-04",,,,,115.4,1541.7,500,1173.9,467.6,4704.9,115.6
12189,"2019-11-05",,,,,,,,,,,
12189,"2019-11-06",,,,,,,,,,,
12189,"2019-11-07",,,,,,,,,,,
12189,"2019-11-25",,,,686.7,,,,,,,
12189,"2020-01-21",,,,,135.9,1625,500,1391.3,549.3,4475.4,126
12189,"2020-01-23",,,,,,,,,,,
12189,"2020-01-24",,,,1025.0,,,,,,,
12189,"2020-04-21",,,,,,,,,,,
12189,"2020-04-23",,,,,,,,,,,
12189,"2020-07-21",,,,,125.6,1583.3,425,1391.3,574.6,,130.2
12189,"2020-07-23",,,,,,,,,,,
12189,"2020-07-24",,,,936.7,,,,,,,
12189,"2020-07-28",,,,,,,,,,4508.2,
12189,"2020-08-31",,,,,,,,,,,
12189,"2020-09-02",,,,,,,,,,,
12269,"2002-10-28",,,,,,,,,887.3,,
12269,"2003-01-07",,,,,,,,,929.6,,
12269,"2003-04-15",,,,,,,,,704.2,,
12269,"2003-07-09",,,,,,,,,811.3,,
12269,"2003-10-07",,,,,,,,,819.7,,
12269,"2004-02-17",,,,,,,,,904.2,,
12269,"2004-04-06",,,,,,,,,845.1,,
12269,"2004-07-20",,,,,,,,,741.1,,
12269,"2004-10-05",,,,,,,,,756.1,,
12269,"2005-01-11",,,,,,,,,803.9,,
12269,"2005-03-29",,,,,,,,,1002.5,,
12269,"2005-06-15",,,,,,,,,917.7,,
12269,"2005-10-04",,,,,,,,,940.8,,
12269,"2006-01-17",,,,,,,,,815.5,,
12269,"2006-04-05",,,,,,,,,1078.9,,
12269,"2006-06-13",,,,,,,,,1005.6,,
12269,"2006-09-25",,,,,,,,,1000,,
12269,"2006-12-11",,,,,,,,,1002.8,,
12269,"2007-03-19",,,,,,,,,1129.6,,
12269,"2007-06-04",,,,,,,,,1132.4,,
12269,"2007-08-27",,,,,,,,,1022.5,,
12269,"2007-11-19",,,,,,,,,864.8,,
12269,"2008-03-31",,,,,,,,,952.1,,
12269,"2008-05-19",,,,,,,,,791.5,,
12269,"2008-08-11",,,,,,,,,726.8,,
12269,"2008-11-17",,,,,,,,,636.6,,
12269,"2009-02-23",,,,,,,,,653.5,,
12269,"2009-05-25",,,,,,,,,732.4,,
12269,"2009-08-24",,,,,,,,,746.5,,
12269,"2009-11-23",,,,,,,,,735.2,,
12269,"2010-02-22",,,,,,,,,788.7,,
12269,"2010-06-07",,,,,,,,,895.8,,
12269,"2010-08-16",,,,,,,,,740.8,,
12269,"2010-11-29",,,,,,,,,622.5,,
12269,"2011-02-21",,,,,,,,,943.7,,
12269,"2011-05-23",,,,,,,,,884.5,,
12269,"2011-08-29",,,,,,,,,,,
12269,"2011-09-12",,,,,,,,,775.8,,
12269,"2011-11-28",,,,,,,,,732.4,,
12269,"2012-02-27",,,,,,,,,621.4,,
12269,"2012-06-04",,,,,,,,,749.3,,
12269,"2012-09-03",,,,,,,,,732.4,,
12269,"2012-11-26",,,,,,,,,738,,
12269,"2013-02-27",,,,,,,,,788.7,,
12269,"2013-06-12",,,,,,,,,780.3,,
12269,"2013-09-04",,,,,,,,,664.8,,
12269,"2013-12-04",,,,,,,,,667.6,,
12269,"2014-02-19",,,,,,,,,1031,,
12269,"2014-06-04",,,,,,,,,856.3,,
12269,"2014-09-11",,,,,,,,,800,,
12269,"2014-11-26",,,,,,,,,757.7,,
12269,"2015-02-25",,,,,,,,,785.9,,
12269,"2015-06-03",,,,,,,,,1062,,
12269,"2015-09-02",,,,,,,,,1036.6,,
12269,"2015-12-02",,,,,,,,,1338,,
12270,"2001-07-04",,,,,,,,,188.7,,
12270,"2001-09-27",,,,,,,,,188.7,,
12270,"2002-01-09",,,,,,,,,188.7,,
12270,"2002-04-10",,,,,,,,,157.7,,
12270,"2002-07-03",,,,,,,,,219.7,,
12270,"2002-10-23",,,,,,,,,216.9,,
12270,"2003-01-07",,,,,,,,,250.4,,
12270,"2003-04-15",,,,,,,,,219.7,,
12270,"2003-07-09",,,,,,,,,225.4,,
12270,"2003-10-07",,,,,,,,,236.6,,
12270,"2004-02-17",,,,,,,,,237.7,,
12270,"2004-04-06",,,,,,,,,213,,
12270,"2004-07-20",,,,,,,,,112.7,,
12270,"2004-10-05",,,,,,,,,151.3,,
12270,"2005-01-11",,,,,,,,,159.7,,
12270,"2005-03-29",,,,,,,,,246.8,,
12270,"2005-06-15",,,,,,,,,240.3,,
12270,"2005-10-04",,,,,,,,,254.4,,
12270,"2006-01-17",,,,,,,,,254.4,,
