"Code","Date","pH","T (°C)","Cond (µS/cm)","SiO2 (μmol/L)","K (μmol/L)","Mg (μmol/L)","Ca (μmol/L)","Na (μmol/L)","Cl (μmol/L)","HCO3 (μmol/L)","SO4 (μmol/L)"
15025,"2003-07-09",,,,,,,,,1905.9,,
15025,"2003-10-07",,,,,100.5,,,2070.4,1946.5,,177.3
15025,"2004-04-06",,,,,104.1,,,2096.1,1939.7,,176.9
15025,"2004-07-20",,,,,,,,,1814.4,,
15025,"2004-10-05",,,,,100.5,,,2073,1733.2,,169.6
15025,"2005-03-29",,,,,101.8,,,2006.1,1696.9,,161
15025,"2005-10-04",,,,,101.5,,,1998.3,1570.7,,157.5
15025,"2006-01-17",,,,,,,,,1638.9,,
15025,"2006-06-20",,,,,100,,,2000,1670.4,,168.7
15025,"2006-09-25",,,,873.2,97.4,625,375,2087,1645.1,,171.9
15025,"2006-11-27",,,,895.0,94.9,666.7,375,2043.5,1723.9,,172.9
15025,"2007-03-19",,,,1060.0,102.6,666.7,375,2000,1732.4,,169.8
15025,"2007-06-04",,,,965.0,100,666.7,375,2130.4,1836.6,,175
15025,"2007-08-27",,,,356.7,94.9,666.7,400,2000,1628.2,,167.7
15025,"2007-11-26",,,,1123.3,100,666.7,375,2087,1754.9,,162.5
15025,"2008-01-15",,,,,,,,,,,
15025,"2008-03-31",,,,,,,,,,,
15025,"2008-04-01",,,,726.8,99.2,637.5,376.8,2030.4,1629.3,1790,171.1
15025,"2008-05-19",,,,,,,,,,,
15025,"2008-05-20",,,,865.0,101.5,662.1,390.2,2077.8,1548.5,1768,163.5
15025,"2008-08-18",,,,,,,,,,,
15025,"2008-08-19",,,,1065.0,97.7,627.9,358.5,2022.6,1625.4,1780,170.4
15025,"2008-11-24",,,,,,,,,,,
15025,"2008-11-25",,,,,104.1,683.8,388.2,2149.6,1668.5,1780,177.5
15025,"2009-03-02",,,,,,,,,,,
15025,"2009-03-03",,,,1070.0,101.5,677.1,388.8,2145.7,1727,1734,180
15025,"2009-06-08",,,,,,,,,,,
15025,"2009-06-09",,,,1055.0,106.4,658.3,401.5,2176.5,1750.7,1740,178.1
15025,"2009-08-31",,,,,,,,,,,
15025,"2009-09-01",,,,1039.3,104.6,670,377.8,2174.3,1699.9,1746,175.9
15025,"2009-11-30",,,,,,,,,,,
15025,"2009-12-01",,,,1030.0,102.6,678.3,374,2158.7,1696.9,1770,172.5
15025,"2010-03-01",,,,,,,,,,,
15025,"2010-03-02",,,,1054.3,108.7,680,393.8,2133,1695.8,1752,173.2
15025,"2010-06-14",,,,,,,,,,,
15025,"2010-06-15",,,,1040.0,99.5,645,361.2,2081.3,1637.7,1790,169.3
15025,"2010-08-30",,,,,,,,,,,
15025,"2010-08-31",,,,1006.7,103.1,640.8,377,2051.3,1611,1776,172.1
15025,"2010-11-22",,,,,,,,,,,
15025,"2010-11-23",,,,1036.7,205.6,659.2,386,2120.9,1720,1796,172.9
15025,"2011-02-14",,,,,,,,,,,
15025,"2011-02-15",,,,1011.7,102.1,668.8,395.8,2063.9,1617.2,1784,167.5
15025,"2011-05-16",,,,,,,,,,,
15025,"2011-05-17",,,,901.0,104.6,647.1,390.2,2083.9,1606.8,1770,168.6
15025,"2011-08-22",,,,,,,,,1487.3,,
15025,"2011-08-23",,,,828.3,100,666.7,375,1956.5,,1760,166.7
15025,"2011-11-21",,,,,,,,,,,
15025,"2011-11-22",,,,1090.0,105.1,666.7,400,2130.4,1681.7,1780,186.5
15025,"2012-02-20",,,,,,,,,,,
15025,"2012-02-21",,,,960.8,100,666.7,400,2130.4,1642.3,1780,170.8
15025,"2012-05-21",,,,,,,,,,,
15025,"2012-05-22",,,,1090.0,97.4,625,400,2043.5,1673.2,1820,175
15025,"2012-08-20",,,,,,,,,,,
15025,"2012-08-21",,,,1047.8,102.6,625,350,2087,1470.4,1840,160.4
15025,"2012-11-19",,,,,,,,,,,
15025,"2012-11-20",,,,1025.0,107.7,625,400,2087,1687.3,1760,172.9
15025,"2013-02-20",,,,1036.7,102.6,666.7,375,2087,1695.8,1852.5,174
15025,"2013-06-05",,,,1070.0,100,666.7,375,2087,1659.2,1803.3,172.9
15025,"2013-08-28",,,,905.0,100,625,375,2000,1588.7,1557.4,161.5
15025,"2013-11-26",,,,666.7,102.6,666.7,375,2087,1701.4,1754.1,172.9
15025,"2014-02-24",,,,615.0,97.4,625,350,1826.1,1445.1,1819.7,149
15025,"2014-06-11",,,,1018.3,105.1,666.7,375,2087,1667.6,1852.5,175
15025,"2014-09-08",,,,1046.7,105.1,625,375,2130.4,1647.9,1836.1,174
15025,"2014-12-01",,,,1120.0,100,625,375,1869.6,1566.2,1852.5,180.2
15025,"2015-03-02",,,,828.3,105.1,666.7,400,2043.5,1616.9,1836.1,180.2
15025,"2015-06-08",,,,585.0,105.1,666.7,375,2087,1532.4,1868.9,170.8
15025,"2015-09-07",,,,618.3,105.1,666.7,375,2130.4,1585.9,1852.5,170.8
15025,"2015-12-07",,,,1135.0,107.7,666.7,400,2173.9,1633.8,1819.7,174
15025,"2016-03-29",,,,,107.7,666.7,400,2087,1611.3,2049.2,180.2
15025,"2016-03-31",,,,1155.0,,,,,,,
15025,"2016-09-26",,,,,,,,,,1885.2,
15025,"2016-09-29",,,,,100,708.3,375,2260.9,1690.1,,179.2
15025,"2016-09-30",,,,890.0,,,,,,,
15025,"2017-01-10",,,,,102.6,708.3,375,1869.6,1659.2,1852.5,179.2
15025,"2017-01-13",,,,866.7,,,,,,,
15025,"2017-09-11",,,,,,,,,,,
15025,"2017-09-12",,,,,107.7,708.3,375,2130.4,1678.9,1885.2,170.8
15025,"2017-09-13",,,,,,,,,,,
15025,"2017-09-14",,,,,,,,,,,
15025,"2017-09-15",,,,958.3,,,,,,,
15025,"2018-07-17",,,,,,,,,,1934.4,
15025,"2018-07-18",,,,,100,,350,1913,,,
15025,"2018-07-19",,,,,,,,,,,
15025,"2018-07-20",,,,943.3,,,,,,,
15025,"2018-07-22",,,,,,,,,1349.3,,184.4
15025,"2018-07-23",,,,,,666.7,,,,,
15025,"2018-10-17",,,,,110.3,,375,2173.9,1647.9,,168.7
15025,"2018-10-18",,,,,,,,,,1967.2,
15025,"2018-10-19",,,,980.0,,,,,,,
15025,"2018-10-22",,,,,,666.7,,,,,
15025,"2019-05-13",,,,,107.7,708.3,375,2347.8,1681.7,1901.6,189.6
15025,"2019-05-14",,,,,,,,,,,
15025,"2019-05-16",,,,,,,,,,,
15025,"2019-05-17",,,,1026.7,,,,,,,
15025,"2019-11-05",,,,,115.4,666.7,375,2000,1673.2,,183.3
15025,"2019-11-06",,,,,,,,,,1934.4,
15025,"2019-11-08",,,,,,,,,,,
15025,"2019-11-25",,,,928.3,,,,,,,
15025,"2020-01-22",,,,,,,,,,,
15025,"2020-01-23",,,,,,,,,,1885.2,
15025,"2020-01-24",,,,995.0,,,,,,,
15025,"2020-01-27",,,,,120.5,666.7,425,2217.4,1701.4,,174
15025,"2020-01-28",,,,,,,,,,,
15025,"2020-04-28",,,,,,,,,,,
15025,"2020-04-30",,,,,,,,,,,
15025,"2020-07-28",,,,,,,,,,,
15025,"2020-07-29",,,,,,,,,,,
15025,"2020-07-30",,,,,112.8,750,350,2260.9,1622.5,2000,166.7
15025,"2020-07-31",,,,931.7,,,,,,,
15025,"2020-08-06",,,,,,,,,,,
15027,"1999-05-27",,,,954.0,366.7,1379.2,1075,3930.4,4070.4,1980,286.5
15027,"1999-10-19",,,,891.4,271.8,1441.7,727.5,4473.9,3988.7,2322.6,300
15027,"2000-05-04",,,,927.9,105.1,983.3,525,3521.7,4053.5,1918,280.2
15027,"2000-11-15",,,,912.9,138.2,1167.5,660.8,3797.4,4619.2,,318.3
15033,"1999-06-09",,,,926.2,341,1158.3,787.5,3191.3,3011.3,2040,238.5
15033,"1999-10-19",,,,906.7,256.4,1275,692.5,3691.3,2763.4,2000,244.8
15033,"2000-05-03",,,,954.6,333.3,666.7,475,2391.3,,2043.9,
15033,"2000-11-15",,,,892.6,125.1,932.1,595,2982.6,3432.1,,239.3
15033,"2001-04-10",,,,990.0,148.7,954.2,640,2852.2,3098.6,2139.3,242.7
15033,"2001-09-12",,,,918.3,138.5,870.8,631.2,3008.7,3208.5,2000,192.7
15033,"2002-02-07",,,,,,,,,,,
15033,"2002-04-23",,,,,133.3,,,2869.6,3002.8,,243.8
15033,"2002-11-27",,,,,116.7,,,2830,3026.8,,215.7
15033,"2003-04-24",,,,,116.4,,,2784.3,3149.6,,263
15033,"2003-10-07",,,,,85.9,,,2138.7,1796.1,,141.6
15033,"2004-04-06",,,,,92.6,,,2258.7,1774.6,,145
15033,"2004-10-12",,,,,84.4,,,2041.3,1178.6,,97.4
15033,"2008-08-11",,,,,,,,,,,
15033,"2008-08-12",,,,970.0,68.2,352.1,220.2,1590,613,1866,65.7
15033,"2008-11-17",,,,,,,,,,,
15033,"2008-11-18",,,,1016.7,70.5,371.2,248.7,1710.9,757.7,1900,84.4
15033,"2009-02-23",,,,,,,,,,,
15033,"2009-02-24",,,,916.7,81.8,445.8,322,1826.1,902.8,1920,95.9
15033,"2009-05-25",,,,,,,,,,,
15033,"2009-05-26",,,,1018.3,70.3,410.8,251.8,1652.6,811.5,1784,87
15033,"2009-08-24",,,,,,,,,,,
15033,"2009-08-25",,,,831.7,69.2,374.6,222,1614.3,800.8,1748,74.6
15033,"2009-11-23",,,,,,,,,,,
15033,"2009-11-24",,,,901.7,73.1,416.7,250,1740,931.3,1786,95.2
15033,"2010-02-22",,,,,,,,,,,
15033,"2010-02-23",,,,933.3,81.3,433.8,313,1798.7,918.3,1758,101.1
15033,"2010-06-07",,,,,,,,,,,
15033,"2010-06-08",,,,966.7,64.6,318.8,193.8,1459.6,515.8,1722,53.1
15033,"2010-08-16",,,,,,,,,,,
15033,"2010-08-17",,,,,61.9,286.7,189.6,1410.3,509,1690,47.3
15033,"2010-11-29",,,,,,,,,,,
15033,"2010-11-30",,,,1030.0,67.9,336.2,200.7,1513.5,544.8,1762,57.6
15033,"2011-02-21",,,,,,,,,,,
15033,"2011-02-22",,,,841.7,75.9,442.9,291.5,1677.8,816.9,1796,86.6
15033,"2011-05-23",,,,,,,,,,,
15033,"2011-05-24",,,,850.0,80,429.6,275.5,1815.7,929.6,1832,94.9
15033,"2011-08-29",,,,,,,,,,,
15033,"2011-08-30",,,,826.7,79.5,458.3,275,1782.6,1005.6,1800,103.1
15033,"2011-11-28",,,,,,,,,,,
15033,"2011-11-29",,,,,69.2,541.7,300,1869.6,1149.3,1800,113.5
15033,"2012-02-27",,,,,,,,,,,
15033,"2012-02-28",,,,961.7,87.2,583.3,350,1956.5,1290.1,1840,131.2
15033,"2012-06-04",,,,,,,,,,,
15033,"2012-06-05",,,,898.3,87.2,583.3,350,2000,1416.9,1900,135.4
15033,"2012-09-03",,,,,,,,,,,
15033,"2012-09-04",,,,925.2,92.3,583.3,325,2087,1453.5,1840,143.8
15033,"2012-11-26",,,,,,,,,,,
15033,"2012-11-27",,,,1006.7,92.3,583.3,350,2087,1566.2,1880,152.1
15033,"2013-02-25",,,,931.7,97.4,666.7,400,2130.4,1664.8,1868.9,157.3
15033,"2013-06-12",,,,985.0,94.9,625,400,2173.9,1738,1885.2,164.6
15033,"2013-09-02",,,,806.7,94.9,666.7,400,2217.4,1788.7,1901.6,169.8
15033,"2013-12-04",,,,670.0,92.3,666.7,400,2217.4,1825.4,1803.3,169.8
15055,"2006-04-05",,,,,,,,,3267.6,,
15055,"2006-06-20",,,,,,,,,2462,,
15055,"2006-10-02",,,,,,,,,2470.4,,
15055,"2006-11-27",,,,,,,,,2715.5,,
15055,"2007-03-19",,,,,,,,,3154.9,,
15055,"2007-06-04",,,,,,,,,2831,,
15055,"2007-08-27",,,,,,,,,2901.4,,
15055,"2007-11-19",,,,,,,,,2921.1,,
15055,"2008-03-31",,,,,,,,,2270.4,,
15055,"2008-05-19",,,,,,,,,1842.3,,
15055,"2008-08-18",,,,,,,,,1777.5,,
15055,"2008-11-24",,,,,,,,,1470.4,,
15055,"2009-03-02",,,,,,,,,1521.1,,
15055,"2009-06-08",,,,,,,,,1464.8,,
15055,"2009-08-31",,,,,,,,,1687.3,,
15055,"2009-11-30",,,,,,,,,1594.4,,
15055,"2010-03-01",,,,,,,,,1605.6,,
15055,"2010-06-14",,,,,,,,,1323.9,,
15055,"2010-08-30",,,,,,,,,1605.6,,
15055,"2010-11-22",,,,,,,,,1464.8,,
15055,"2011-02-14",,,,,,,,,1543.7,,
15055,"2011-05-16",,,,,,,,,1473.2,,
15055,"2011-08-22",,,,,,,,,1470.4,,
15055,"2011-11-21",,,,,,,,,1521.1,,
15055,"2012-02-20",,,,,,,,,1465.6,,
15055,"2012-05-21",,,,,,,,,1543.7,,
15055,"2012-08-20",,,,,,,,,1490.1,,
15055,"2012-11-19",,,,,,,,,1670.4,,
15055,"2013-02-27",,,,,,,,,1408.5,,
15055,"2013-06-05",,,,,,,,,1349.3,,
15055,"2013-08-28",,,,,,,,,1419.7,,
15055,"2013-11-26",,,,,,,,,1746.5,,
15055,"2014-02-19",,,,,,,,,1295.8,,
15055,"2014-06-04",,,,,,,,,1419.7,,
15055,"2014-09-08",,,,,,,,,1442.3,,
15055,"2014-11-26",,,,,,,,,1323.9,,
15055,"2015-06-03",,,,,,,,,1414.1,,
15055,"2015-09-07",,,,,,,,,1400,,
15055,"2015-12-02",,,,,,,,,2014.1,,
16036,"1992-06-23",,,,,,,,,2000,,
16036,"1992-09-22",,,,,,,,,2100,,
16036,"1992-12-15",,,,,,,,,2200,,
16036,"1993-03-15",,,,,,,,,1500,,
16036,"1993-06-15",,,,,,,,,2400,,
16036,"1993-09-14",,,,,,,,,2200,,
16036,"1993-12-14",,,,,,,,,2249.9,,
16036,"1994-03-15",,,,,,,,,2249.9,,
16036,"1994-06-14",,,,,,,,,2400,,
16036,"1994-09-13",,,,,,,,,2301.4,,
16036,"1994-12-13",,,,,,,,,2349.3,,
16036,"1995-03-21",,,,,,,,,1900,,
16036,"1995-06-14",,,,,,,,,2100,,
16036,"1995-09-12",,,,,,,,,2100,,
16036,"1995-12-12",,,,,,,,,2200,,
16036,"1996-03-12",,,,,,,,,2150.1,,
16036,"1996-06-18",,,,,,,,,2300,,
16036,"1996-09-17",,,,,,,,,2100,,
16036,"1996-12-17",,,,,,,,,2200,,
16036,"1997-03-18",,,,,,,,,2101.4,,
16036,"1997-06-16",,,,,,,,,2047.9,,
16036,"1997-09-16",,,,,,,,,2100,,
16036,"1997-12-16",,,,,,,,,2000,,
16036,"1998-03-17",,,,,,,,,1800,,
16036,"1998-06-16",,,,,,,,,2200,,
16036,"1998-12-15",,,,,,,,,2045.1,,
16036,"1999-03-15",,,,,,,,,1393.5,,
16036,"1999-06-15",,,,,,,,,1902.5,,
16036,"1999-09-15",,,,,,,,,1878.9,,
16036,"1999-12-14",,,,,,,,,1642.3,,
16036,"2001-04-04",,,,,,,,,1893,,
16036,"2001-07-04",,,,,,,,,2112.7,,
16036,"2001-09-27",,,,,,,,,2112.7,,
16036,"2002-01-09",,,,,,,,,2112.7,,
16036,"2002-04-10",,,,,,,,,1977.5,,
16036,"2002-07-03",,,,,,,,,2067.6,,
16036,"2002-10-14",,,,,88.5,,,1941.3,2145.4,,104.7
16036,"2003-01-07",,,,,,,,,2067.6,,
16036,"2003-04-15",,,,,,,,,2022.5,,
16036,"2003-07-09",,,,,,,,,2049.9,,
16036,"2003-10-15",,,,,,,,,1985.9,,
16036,"2004-02-17",,,,,,,,,2067.6,,
16036,"2004-04-07",,,,,87.2,,,1966.1,2237.2,,119.9
16036,"2004-07-20",,,,,,,,,2105.4,,
16036,"2004-10-05",,,,,86.2,,,1934.3,1962.3,,108
16036,"2005-01-11",,,,,,,,,2050.7,,
16036,"2005-03-29",,,,,84.1,,,1762.6,1838.6,,97.1
16036,"2005-06-15",,,,,,,,,2107.3,,
16036,"2005-10-25",,,,,89.5,,,1948.7,1896.6,,104.2
16036,"2006-01-18",,,,,,,,,1810.7,,
16036,"2006-04-05",,,,,,,,,1664.8,,
16036,"2006-06-20",,,,,,,,,2112.7,,
16036,"2006-10-02",,,,,,,,,2067.6,,
16036,"2006-11-27",,,,,,,,,2132.4,,
16036,"2007-03-19",,,,,,,,,1777.5,,
16036,"2007-06-04",,,,,,,,,2411.3,,
16036,"2007-08-27",,,,,,,,,2194.4,,
16036,"2007-11-19",,,,,,,,,1884.5,,
16036,"2008-03-31",,,,,,,,,2191.5,,
16036,"2008-05-19",,,,,,,,,2177.5,,
16036,"2008-08-11",,,,,,,,,2163.4,,
16036,"2008-11-17",,,,,,,,,2008.5,,
16036,"2009-02-23",,,,,,,,,1715.5,,
16036,"2009-05-25",,,,,,,,,2028.2,,
16036,"2009-08-24",,,,,,,,,2135.2,,
16036,"2009-11-23",,,,,,,,,2115.5,,
16036,"2010-02-22",,,,,,,,,2140.8,,
16036,"2010-06-07",,,,,,,,,1997.2,,
16036,"2010-08-16",,,,,,,,,2104.2,,
16036,"2010-11-29",,,,,,,,,2160.6,,
16036,"2011-02-21",,,,,,,,,2062,,
16036,"2011-05-23",,,,,,,,,2087.3,,
16036,"2011-09-12",,,,,,,,,2131,,
16036,"2011-11-28",,,,,,,,,2225.4,,
16036,"2012-02-27",,,,,,,,,2096.3,,
16036,"2012-06-04",,,,,,,,,2135.2,,
16036,"2012-09-03",,,,,,,,,2253.5,,
16036,"2012-11-26",,,,,,,,,2152.1,,
16036,"2013-02-25",,,,,,,,,2028.2,,
16036,"2013-06-10",,,,,,,,,2149.3,,
16036,"2013-09-05",,,,,,,,,2245.1,,
16036,"2013-12-02",,,,,,,,,2171.8,,
16036,"2014-02-24",,,,,,,,,2208.5,,
16036,"2014-06-11",,,,,,,,,2298.6,,
16036,"2014-09-08",,,,,,,,,2183.1,,
16036,"2014-12-01",,,,,,,,,2259.2,,
16036,"2015-03-02",,,,,,,,,1952.1,,
16036,"2015-06-08",,,,,,,,,2166.2,,
16036,"2015-09-07",,,,,,,,,2371.8,,
16036,"2015-12-07",,,,,,,,,2250.7,,
16040,"1992-09-22",,,,,,,,,1300,,
16040,"1992-12-15",,,,,,,,,1300,,
16040,"1993-03-15",,,,,,,,,1500,,
16040,"1993-06-15",,,,,,,,,1498.6,,
16040,"1993-09-14",,,,,,,,,1400,,
16040,"1993-12-14",,,,,,,,,1349.3,,
16040,"1994-03-15",,,,,,,,,1349.9,,
16040,"1994-06-14",,,,,,,,,1400,,
16040,"1994-09-13",,,,,,,,,1250.7,,
16040,"1994-12-13",,,,,,,,,1298.6,,
16040,"1995-03-21",,,,,,,,,1191,,
16040,"1995-06-14",,,,,,,,,1200,,
16040,"1995-09-12",,,,,,,,,1100,,
16040,"1995-12-12",,,,,,,,,1400,,
16040,"1996-03-12",,,,,,,,,1400,,
16040,"1996-06-18",,,,,,,,,1200,,
16040,"1996-09-17",,,,,,,,,1200,,
16040,"1996-12-17",,,,,,,,,1800,,
16040,"1997-03-18",,,,,,,,,1349.3,,
16040,"1997-06-18",,,,,,,,,1247.9,,
16040,"1997-09-16",,,,,,,,,1300,,
16040,"1997-12-16",,,,,,,,,1300,,
16040,"1998-03-17",,,,,,,,,1300,,
16040,"1998-06-16",,,,,,,,,1248.7,,
16040,"1998-09-16",,,,,,,,,2200,,
16040,"1998-12-16",,,,,,,,,1394.4,,
16040,"1999-03-16",,,,,,,,,1229.6,,
16040,"1999-06-15",,,,,,,,,1298.6,,
16040,"1999-09-14",,,,,,,,,1309.9,,
16040,"1999-12-07",,,,,,,,,1338,,
16040,"2001-04-04",,,,,,,,,1363.4,,
16040,"2001-07-04",,,,,,,,,1321.1,,
16040,"2001-09-27",,,,,,,,,1363.4,,
16040,"2002-01-09",,,,,,,,,1408.5,,
16040,"2002-04-10",,,,,,,,,1323.9,,
16040,"2002-07-03",,,,,,,,,1366.2,,
16040,"2002-10-28",,,,,,,,,1323.9,,
16040,"2003-01-07",,,,,,,,,1323.1,,
16040,"2003-04-15",,,,,,,,,1208.5,,
16040,"2003-07-09",,,,,,,,,1235.2,,
16040,"2003-10-07",,,,,,,,,1416.9,,
16040,"2004-02-17",,,,,,,,,1314.6,,
16040,"2004-04-06",,,,,,,,,1243.7,,
16040,"2004-07-20",,,,,,,,,1323.9,,
16040,"2004-10-05",,,,,,,,,1330.4,,
16040,"2005-01-11",,,,,,,,,1227,,
16040,"2005-03-29",,,,,,,,,1413.8,,
16040,"2005-06-15",,,,,,,,,1385.4,,
16040,"2005-10-04",,,,,,,,,1210.1,,
16040,"2006-04-05",,,,,,,,,1304.2,,
16040,"2006-06-13",,,,,,,,,1197.2,,
16040,"2006-09-25",,,,,,,,,1298.6,,
16040,"2006-12-11",,,,,,,,,1185.9,,
16040,"2007-03-19",,,,,,,,,1174.6,,
16040,"2007-06-05",,,,,,,,,1236.6,,
16040,"2007-08-27",,,,,,,,,1093,,
16040,"2007-11-19",,,,,,,,,1121.1,,
16040,"2008-03-31",,,,,,,,,1185.9,,
16040,"2008-05-19",,,,,,,,,1025.4,,
16040,"2008-08-11",,,,,,,,,960.6,,
16040,"2008-11-17",,,,,,,,,859.2,,
16040,"2009-02-23",,,,,,,,,940.8,,
16040,"2009-05-25",,,,,,,,,929.6,,
16040,"2009-08-24",,,,,,,,,966.2,,
16040,"2009-11-23",,,,,,,,,1059.2,,
16040,"2010-02-22",,,,,,,,,1014.1,,
16040,"2010-06-07",,,,,,,,,904.2,,
16040,"2010-08-16",,,,,,,,,912.7,,
16040,"2010-11-29",,,,,,,,,898.6,,
16040,"2011-02-21",,,,,,,,,1028.2,,
16040,"2011-05-23",,,,,,,,,957.7,,
16040,"2011-08-29",,,,,,,,,,,
16040,"2011-09-12",,,,,,,,,1011,,
16040,"2011-11-28",,,,,,,,,901.4,,
16040,"2012-02-27",,,,,,,,,889.6,,
16040,"2012-06-04",,,,,,,,,963.4,,
16040,"2012-09-03",,,,,,,,,901.4,,
16040,"2012-11-26",,,,,,,,,946.5,,
16040,"2013-02-27",,,,,,,,,1014.1,,
16040,"2013-06-12",,,,,,,,,1078.9,,
16040,"2013-09-04",,,,,,,,,1062,,
16040,"2013-12-05",,,,,,,,,1031,,
16040,"2014-02-19",,,,,,,,,1307,,
16040,"2014-06-04",,,,,,,,,1056.3,,
16040,"2014-09-11",,,,,,,,,1047.9,,
16040,"2014-11-26",,,,,,,,,1228.2,,
16049,"1993-12-14",,,,,,,,,400,,
16049,"1994-03-15",,,,,,,,,800,,
16049,"1994-06-14",,,,,,,,,500,,
16049,"1994-09-13",,,,,,,,,301.4,,
16049,"1994-12-13",,,,,,,,,449.9,,
16049,"1995-03-21",,,,,,,,,400,,
16049,"1995-06-14",,,,,,,,,300,,
16049,"1995-09-12",,,,,,,,,247.9,,
16049,"1995-12-12",,,,,,,,,500,,
16049,"1996-03-12",,,,,,,,,400,,
16049,"1996-06-18",,,,,,,,,300,,
16049,"1996-09-17",,,,,,,,,300,,
16049,"1996-12-17",,,,,,,,,250.1,,
16049,"1997-03-18",,,,,,,,,349.3,,
16049,"1997-06-18",,,,,,,,,247.9,,
16049,"1997-09-18",,,,,,,,,300,,
16049,"1997-12-16",,,,,,,,,300,,
16049,"1998-03-17",,,,,,,,,450.1,,
16049,"1998-06-18",,,,,,,,,,,
16049,"1998-09-15",,,,,,,,,400,,
16049,"1998-12-15",,,,,,,,,418.3,,
16049,"1999-03-16",,,,,,,,,327.9,,
16049,"1999-05-26",,,,655.4,71.5,250,275.2,496.1,203.4,1100,29.9
16049,"1999-06-15",,,,,,,,,346.5,,
16049,"1999-09-14",,,,,,,,,307,,
16049,"1999-10-20",,,,651.7,71.8,291.7,305,539.1,177.5,1060.7,27.1
16049,"1999-12-14",,,,,,,,,250.7,,
16049,"2000-01-18",,,,,,,,,,,
16049,"2000-05-02",,,,660.7,121.8,242.9,312.2,1460.4,202.5,1150,306.7
16049,"2000-11-13",,,,654.0,51.8,239.6,257.5,436.5,196.6,1080.3,27.8
16049,"2001-04-04",,,,,,,,,352.1,,
16049,"2001-04-10",,,,656.7,76.9,233.3,290,469.6,250.7,1150.8,33.2
16049,"2001-07-04",,,,,,,,,219.7,,
16049,"2001-09-11",,,,590.0,53.8,171.2,300.5,504.3,250.7,1130,46.9
16049,"2001-09-27",,,,,,,,,219.7,,
16049,"2002-01-09",,,,,,,,,250.7,,
16049,"2002-04-10",,,,,,,,,281.7,,
16049,"2002-04-23",,,,,64.1,,,587,383.1,78,43.8
16049,"2002-07-03",,,,,,,,,250.7,,
16049,"2002-10-22",,,,,,,,,210.4,,
16049,"2002-10-23",,,,,50.3,,,477.8,210.4,36.1,36.5
16049,"2003-01-08",,,,,,,,,281.7,,
16049,"2003-04-16",,,,,55.1,,,483,250.7,,41.9
16049,"2003-07-09",,,,,,,,,231.5,,
16049,"2003-10-07",,,,,30.8,,,471.3,233.8,,13.2
16049,"2004-04-06",,,,,204.1,,,591.7,454.4,,45
16049,"2004-07-20",,,,,,,,,155.8,,
16049,"2004-10-05",,,,,48.7,,,481.7,216.1,,30.8
16049,"2005-01-13",,,,,,,,,259.7,,
16049,"2005-03-29",,,,,63.6,,,729.6,434.1,,69.8
16049,"2005-06-15",,,,,,,,,301.1,,
16049,"2005-10-04",,,,,48.7,,,476.5,205.9,,27.9
16049,"2006-01-18",,,,,,,,,162.5,,
16049,"2006-04-05",,,,,59,,,695.7,346.5,,52.1
16049,"2006-06-13",,,,,51.3,,,565.2,239.4,,31.2
16049,"2006-09-25",,,,536.0,48.7,225,250,434.8,214.1,,27.1
16049,"2006-11-27",,,,591.7,46.2,233.3,275,478.3,202.8,,27.1
16049,"2007-03-26",,,,543.3,48.7,250,275,478.3,233.8,,33.3
16049,"2007-06-18",,,,478.3,48.7,237.5,275,434.8,208.5,,27.1
16049,"2007-09-03",,,,453.3,53.8,237.5,250,434.8,222.5,,27.1
16049,"2007-11-19",,,,826.7,46.2,229.2,250,421.7,191.5,,25
16049,"2007-11-26",,,,,,,,,191.5,,
16049,"2008-03-17",,,,,,,,,,,
16049,"2008-03-18",,,,760.0,69.2,294.2,330,673,358.9,1280,53.9
16049,"2008-05-26",,,,,,,,,,,
16049,"2008-05-27",,,,526.7,50.5,252.9,307.5,603,240.6,1238,35
16049,"2008-08-18",,,,,,,,,,,
16049,"2008-08-19",,,,696.7,48.2,221.2,250,476.5,216.6,1108,26.6
16049,"2008-11-24",,,,,,,,,,,
16049,"2008-11-25",,,,853.3,48.5,250.4,278.8,489.1,169.3,1128,21.8
16049,"2009-03-02",,,,,,,,,,,
16049,"2009-03-03",,,,711.7,50,268.8,299.5,483.5,234.6,1168,34.3
16049,"2009-06-08",,,,,,,,,,,
16049,"2009-06-09",,,,703.3,53.3,242.9,261.8,470.9,212.1,1106,29.4
16049,"2009-08-31",,,,,,,,,,,
16049,"2009-09-01",,,,717.7,43.3,233.8,257,411.7,195.8,1042,25
16049,"2009-11-30",,,,,,,,,,,
16049,"2009-12-01",,,,682.0,48.2,243.3,263,461.3,201.4,1118,27.2
16049,"2010-03-01",,,,,,,,,,,
16049,"2010-03-02",,,,736.2,55.6,278.3,299.5,511.7,257.5,1192,38.3
16049,"2010-06-14",,,,,,,,,,,
16049,"2010-06-15",,,,696.7,51.3,232.9,255.8,471.7,220.8,1122,29.8
16049,"2010-08-30",,,,,,,,,,,
16049,"2010-08-31",,,,690.0,49.5,227.5,257,439.6,196.1,1074,27.7
16049,"2010-11-22",,,,,,,,,,,
16049,"2010-11-23",,,,673.3,50.8,237.1,272,446.5,194.6,1114,25.9
16049,"2011-02-14",,,,,,,,,,,
16049,"2011-02-15",,,,901.7,63.3,356.2,415.5,643,401.7,1400,66.4
16049,"2011-05-16",,,,,,,,,,,
